iD,Product Name,Attribute FR (Name:Type:Position)*,Attribute EN (Name:Type:Position)*,Value FR (Value:Position)*,Value EN (Value:Position)*,Supplier reference,Reference,Référence Finale,EAN13,UPC,Wholesale price,Impact on price,Ecotax,Quantity,Minimal quantity,Impact on weight,"Default (0 = No, 1 = Yes)",Combination available date,Image position,Image URL,"Delete existing images (0 = No, 1 = Yes)",ID / Name of shop,Advanced Stock Managment,Depends on stock,Warehouse,ID,Désignation (Français),Désignation (English),Référence,Nom de la première variante,Nom de la seconde variante,Valeur de la première variante,Ordre variante 1,Valeur de la seconde variante,Ordre variante 2,Stock,Prix,Taux de promotion,Date de début de promotion,Date de fin de promotion,Date réapprovisionnement,,Catégorie Principale,Famille,,,,,,,,,
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 37:1","Bleu pastel:0, 37:1",,sun-bleu-pastel-37,SUN-FE-BLPA37,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,37:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-37,Couleur,Pointure,Bleu pastel,3,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,37,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 38:1","Bleu pastel:0, 38:1",,sun-bleu-pastel-38,SUN-FE-BLPA38,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,38:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-38,Couleur,Pointure,Bleu pastel,3,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,38,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 39:1","Bleu pastel:0, 39:1",,sun-bleu-pastel-39,SUN-FE-BLPA39,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,39:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-39,Couleur,Pointure,Bleu pastel,3,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,39,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 40:1","Bleu pastel:0, 40:1",,sun-bleu-pastel-40,SUN-FE-BLPA40,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,40:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-40,Couleur,Pointure,Bleu pastel,3,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,40,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 41:1","Bleu pastel:0, 41:1",,sun-bleu-pastel-41,SUN-FE-BLPA41,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,41:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-41,Couleur,Pointure,Bleu pastel,3,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,41,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 42:1","Bleu pastel:0, 42:1",,sun-bleu-pastel-42,SUN-FE-BLPA42,Couleur:color:0,Pointure:select:1,Bleu pastel:0,6,42:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-pastel/sandales-femme-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-42,Couleur,Pointure,Bleu pastel,3,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,pastel,42,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 35:1","Bleu roy:0, 35:1",,sun-bleu-roy-35,SUN-FE-BLRO35,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,35:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-35,Couleur,Pointure,Bleu roy,4,35,18,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,35,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 36:1","Bleu roy:0, 36:1",,sun-bleu-roy-36,SUN-FE-BLRO36,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,36:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-36,Couleur,Pointure,Bleu roy,4,36,19,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,36,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 37:1","Bleu roy:0, 37:1",,sun-bleu-roy-37,SUN-FE-BLRO37,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,37:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-37,Couleur,Pointure,Bleu roy,4,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,37,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 38:1","Bleu roy:0, 38:1",,sun-bleu-roy-38,SUN-FE-BLRO38,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,38:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-38,Couleur,Pointure,Bleu roy,4,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,38,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 39:1","Bleu roy:0, 39:1",,sun-bleu-roy-39,SUN-FE-BLRO39,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,39:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-39,Couleur,Pointure,Bleu roy,4,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,39,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 40:1","Bleu roy:0, 40:1",,sun-bleu-roy-40,SUN-FE-BLRO40,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,40:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-40,Couleur,Pointure,Bleu roy,4,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,40,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 41:1","Bleu roy:0, 41:1",,sun-bleu-roy-41,SUN-FE-BLRO41,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,41:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-41,Couleur,Pointure,Bleu roy,4,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,41,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu roy:0, 42:1","Bleu roy:0, 42:1",,sun-bleu-roy-42,SUN-FE-BLRO42,Couleur:color:0,Pointure:select:1,Bleu roy:0,6,42:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bleu-roy/sandales-femme-sun-bleu-roy-cote.jpg,1,,,,,15,Sun,,sun-bleu-roy-42,Couleur,Pointure,Bleu roy,4,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bleu,roy,42,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 35:1","Bronze:0, 35:1",,sun-bronze-35,SUN-FE-BR35,Couleur:color:0,Pointure:select:1,Bronze:0,6,35:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-35,Couleur,Pointure,Bronze,5,35,18,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,35,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 36:1","Bronze:0, 36:1",,sun-bronze-36,SUN-FE-BR36,Couleur:color:0,Pointure:select:1,Bronze:0,6,36:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-36,Couleur,Pointure,Bronze,5,36,19,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,36,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 37:1","Bronze:0, 37:1",,sun-bronze-37,SUN-FE-BR37,Couleur:color:0,Pointure:select:1,Bronze:0,6,37:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-37,Couleur,Pointure,Bronze,5,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,37,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 38:1","Bronze:0, 38:1",,sun-bronze-38,SUN-FE-BR38,Couleur:color:0,Pointure:select:1,Bronze:0,6,38:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-38,Couleur,Pointure,Bronze,5,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,38,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 39:1","Bronze:0, 39:1",,sun-bronze-39,SUN-FE-BR39,Couleur:color:0,Pointure:select:1,Bronze:0,6,39:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-39,Couleur,Pointure,Bronze,5,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,39,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 40:1","Bronze:0, 40:1",,sun-bronze-40,SUN-FE-BR40,Couleur:color:0,Pointure:select:1,Bronze:0,6,40:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-40,Couleur,Pointure,Bronze,5,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,40,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 41:1","Bronze:0, 41:1",,sun-bronze-41,SUN-FE-BR41,Couleur:color:0,Pointure:select:1,Bronze:0,6,41:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-41,Couleur,Pointure,Bronze,5,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,41,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bronze:0, 42:1","Bronze:0, 42:1",,sun-bronze-42,SUN-FE-BR42,Couleur:color:0,Pointure:select:1,Bronze:0,6,42:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/bronze/sandales-femme-sun-bronze-cote.jpg,1,,,,,15,Sun,,sun-bronze-42,Couleur,Pointure,Bronze,5,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,bronze,42,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 35:1","Canari:0, 35:1",,sun-canari-35,SUN-FE-CA35,Couleur:color:0,Pointure:select:1,Canari:0,6,35:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-35,Couleur,Pointure,Canari,6,35,18,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,35,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 36:1","Canari:0, 36:1",,sun-canari-36,SUN-FE-CA36,Couleur:color:0,Pointure:select:1,Canari:0,6,36:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-36,Couleur,Pointure,Canari,6,36,19,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,36,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 37:1","Canari:0, 37:1",,sun-canari-37,SUN-FE-CA37,Couleur:color:0,Pointure:select:1,Canari:0,6,37:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-37,Couleur,Pointure,Canari,6,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,37,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 38:1","Canari:0, 38:1",,sun-canari-38,SUN-FE-CA38,Couleur:color:0,Pointure:select:1,Canari:0,6,38:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-38,Couleur,Pointure,Canari,6,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,38,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 39:1","Canari:0, 39:1",,sun-canari-39,SUN-FE-CA39,Couleur:color:0,Pointure:select:1,Canari:0,6,39:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-39,Couleur,Pointure,Canari,6,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,39,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 40:1","Canari:0, 40:1",,sun-canari-40,SUN-FE-CA40,Couleur:color:0,Pointure:select:1,Canari:0,6,40:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-40,Couleur,Pointure,Canari,6,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,40,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 41:1","Canari:0, 41:1",,sun-canari-41,SUN-FE-CA41,Couleur:color:0,Pointure:select:1,Canari:0,6,41:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-41,Couleur,Pointure,Canari,6,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,41,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Canari:0, 42:1","Canari:0, 42:1",,sun-canari-42,SUN-FE-CA42,Couleur:color:0,Pointure:select:1,Canari:0,6,42:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/canari/sandales-femme-sun-canari-cote.jpg,1,,,,,15,Sun,,sun-canari-42,Couleur,Pointure,Canari,6,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,canari,42,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 35:1","Carmin:0, 35:1",,sun-carmin-35,SUN-FE-CA35,Couleur:color:0,Pointure:select:1,Carmin:0,6,35:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-35,Couleur,Pointure,Carmin,7,35,18,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,35,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 36:1","Carmin:0, 36:1",,sun-carmin-36,SUN-FE-CA36,Couleur:color:0,Pointure:select:1,Carmin:0,6,36:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-36,Couleur,Pointure,Carmin,7,36,19,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,36,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 37:1","Carmin:0, 37:1",,sun-carmin-37,SUN-FE-CA37,Couleur:color:0,Pointure:select:1,Carmin:0,6,37:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-37,Couleur,Pointure,Carmin,7,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,37,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 38:1","Carmin:0, 38:1",,sun-carmin-38,SUN-FE-CA38,Couleur:color:0,Pointure:select:1,Carmin:0,6,38:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-38,Couleur,Pointure,Carmin,7,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,38,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 39:1","Carmin:0, 39:1",,sun-carmin-39,SUN-FE-CA39,Couleur:color:0,Pointure:select:1,Carmin:0,6,39:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-39,Couleur,Pointure,Carmin,7,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,39,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 40:1","Carmin:0, 40:1",,sun-carmin-40,SUN-FE-CA40,Couleur:color:0,Pointure:select:1,Carmin:0,6,40:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-40,Couleur,Pointure,Carmin,7,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,40,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 41:1","Carmin:0, 41:1",,sun-carmin-41,SUN-FE-CA41,Couleur:color:0,Pointure:select:1,Carmin:0,6,41:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-41,Couleur,Pointure,Carmin,7,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,41,,,,sunfemme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Carmin:0, 42:1","Carmin:0, 42:1",,sun-carmin-42,SUN-FE-CA42,Couleur:color:0,Pointure:select:1,Carmin:0,6,42:1,1,,,,,,https://cata.meduse.co/femmes/sandales/sun/carmin/sandales-femme-sun-carmin-cote.jpg,1,,,,,15,Sun,,sun-carmin-42,Couleur,Pointure,Carmin,7,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,carmin,42,,,,sunfemme
