iD,Product Name,Attribute FR (Name:Type:Position)*,Attribute EN (Name:Type:Position)*,Value FR (Value:Position)*,Value EN (Value:Position)*,Supplier reference,Reference,Référence Finale,EAN13,UPC,Wholesale price,Impact on price,Ecotax,Quantity,Minimal quantity,Impact on weight,"Default (0 = No, 1 = Yes)",Combination available date,Image position,Image URL,"Delete existing images (0 = No, 1 = Yes)",ID / Name of shop,Advanced Stock Managment,Depends on stock,Warehouse,ID,Désignation (Français),Désignation (English),Référence,Nom de la première variante,Nom de la seconde variante,Valeur de la première variante,Ordre variante 1,Valeur de la seconde variante,Ordre variante 2,Stock,Prix,Taux de promotion,Date de début de promotion,Date de fin de promotion,Date réapprovisionnement,,Catégorie Principale,Famille,,,,,,,,,
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 28:1","Argent pailleté:0, 28:1",,sun-argent-pailleté-28,SUN-EN-ARPA28,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,28:1,1,,,0,,55,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-28,Couleur,Pointure,Argent pailleté,1,28,11,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,28,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 29:1","Argent pailleté:0, 29:1",,sun-argent-pailleté-29,SUN-EN-ARPA29,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,29:1,1,,,0,,56,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-29,Couleur,Pointure,Argent pailleté,1,29,12,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,29,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 30:1","Argent pailleté:0, 30:1",,sun-argent-pailleté-30,SUN-EN-ARPA30,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,30:1,1,,,0,,57,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-30,Couleur,Pointure,Argent pailleté,1,30,13,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,30,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 31:1","Argent pailleté:0, 31:1",,sun-argent-pailleté-31,SUN-EN-ARPA31,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,31:1,1,,,0,,58,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-31,Couleur,Pointure,Argent pailleté,1,31,14,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,31,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 32:1","Argent pailleté:0, 32:1",,sun-argent-pailleté-32,SUN-EN-ARPA32,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,32:1,1,,,0,,59,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-32,Couleur,Pointure,Argent pailleté,1,32,15,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,32,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 33:1","Argent pailleté:0, 33:1",,sun-argent-pailleté-33,SUN-EN-ARPA33,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,33:1,1,,,0,,60,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-33,Couleur,Pointure,Argent pailleté,1,33,16,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,33,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 34:1","Argent pailleté:0, 34:1",,sun-argent-pailleté-34,SUN-EN-ARPA34,Couleur:color:0,Pointure:select:1,Argent pailleté:0,3,34:1,1,,,0,,61,https://cata.meduse.co/enfants/sandales/sun/argent-paillete/sandales-enfant-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-34,Couleur,Pointure,Argent pailleté,1,34,17,1,15,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,argent,pailleté,34,,,sunenfant
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 35:1","Argent pailleté:0, 35:1",,sun-argent-pailleté-35,SUN-FE-ARPA35,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,35:1,1,,,1,,1,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-35,Couleur,Pointure,Argent pailleté,1,35,18,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,35,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 35:1","Argent pailleté:0, 35:1",,sun-argent-pailleté-35,SUN-HO-ARPA35,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,35:1,1,,,1,,1,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-35,Couleur,Pointure,Argent pailleté,1,35,26,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,35,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 36:1","Argent pailleté:0, 36:1",,sun-argent-pailleté-36,SUN-FE-ARPA36,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,36:1,1,,,0,,2,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-36,Couleur,Pointure,Argent pailleté,1,36,19,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,36,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 36:1","Argent pailleté:0, 36:1",,sun-argent-pailleté-36,SUN-HO-ARPA36,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,36:1,1,,,0,,2,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-36,Couleur,Pointure,Argent pailleté,1,36,27,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,36,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 37:1","Argent pailleté:0, 37:1",,sun-argent-pailleté-37,SUN-FE-ARPA37,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,37:1,1,,,0,,3,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-37,Couleur,Pointure,Argent pailleté,1,37,20,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,37,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 37:1","Argent pailleté:0, 37:1",,sun-argent-pailleté-37,SUN-HO-ARPA37,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,37:1,1,,,0,,3,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-37,Couleur,Pointure,Argent pailleté,1,37,28,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,37,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 38:1","Argent pailleté:0, 38:1",,sun-argent-pailleté-38,SUN-FE-ARPA38,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,38:1,1,,,0,,4,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-38,Couleur,Pointure,Argent pailleté,1,38,21,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,38,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 38:1","Argent pailleté:0, 38:1",,sun-argent-pailleté-38,SUN-HO-ARPA38,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,38:1,1,,,0,,4,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-38,Couleur,Pointure,Argent pailleté,1,38,29,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,38,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 39:1","Argent pailleté:0, 39:1",,sun-argent-pailleté-39,SUN-FE-ARPA39,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,39:1,1,,,0,,5,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-39,Couleur,Pointure,Argent pailleté,1,39,22,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,39,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 39:1","Argent pailleté:0, 39:1",,sun-argent-pailleté-39,SUN-HO-ARPA39,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,39:1,1,,,0,,5,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-39,Couleur,Pointure,Argent pailleté,1,39,30,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,39,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 40:1","Argent pailleté:0, 40:1",,sun-argent-pailleté-40,SUN-FE-ARPA40,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,40:1,1,,,0,,6,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-40,Couleur,Pointure,Argent pailleté,1,40,23,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,40,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 40:1","Argent pailleté:0, 40:1",,sun-argent-pailleté-40,SUN-HO-ARPA40,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,40:1,1,,,0,,6,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-40,Couleur,Pointure,Argent pailleté,1,40,31,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,40,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 41:1","Argent pailleté:0, 41:1",,sun-argent-pailleté-41,SUN-FE-ARPA41,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,41:1,1,,,0,,7,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-41,Couleur,Pointure,Argent pailleté,1,41,24,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,41,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 41:1","Argent pailleté:0, 41:1",,sun-argent-pailleté-41,SUN-HO-ARPA41,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,41:1,1,,,0,,7,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-41,Couleur,Pointure,Argent pailleté,1,41,32,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,41,,,sunhomme
15,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 42:1","Argent pailleté:0, 42:1",,sun-argent-pailleté-42,SUN-FE-ARPA42,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,42:1,1,,,0,,8,https://cata.meduse.co/femmes/sandales/sun/argent-paillete/sandales-femme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-42,Couleur,Pointure,Argent pailleté,1,42,25,1,18,,,,,,Sandales femme,Femme,Sandale,sun femme,sun,argent,pailleté,42,,,sunfemme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 42:1","Argent pailleté:0, 42:1",,sun-argent-pailleté-42,SUN-HO-ARPA42,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,42:1,1,,,0,,8,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,18,Sun,,sun-argent-pailleté-42,Couleur,Pointure,Argent pailleté,1,42,33,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,42,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 43:1","Argent pailleté:0, 43:1",,sun-argent-pailleté-43,SUN-HO-ARPA43,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,43:1,1,,,0,,9,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-43,Couleur,Pointure,Argent pailleté,1,43,34,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,43,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 44:1","Argent pailleté:0, 44:1",,sun-argent-pailleté-44,SUN-HO-ARPA44,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,44:1,1,,,0,,10,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-44,Couleur,Pointure,Argent pailleté,1,44,35,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,44,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 45:1","Argent pailleté:0, 45:1",,sun-argent-pailleté-45,SUN-HO-ARPA45,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,45:1,1,,,0,,11,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-45,Couleur,Pointure,Argent pailleté,1,45,36,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,45,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 46:1","Argent pailleté:0, 46:1",,sun-argent-pailleté-46,SUN-HO-ARPA46,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,46:1,1,,,0,,12,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-46,Couleur,Pointure,Argent pailleté,1,46,37,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,46,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 47:1","Argent pailleté:0, 47:1",,sun-argent-pailleté-47,SUN-HO-ARPA47,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,47:1,1,,,0,,13,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-47,Couleur,Pointure,Argent pailleté,1,47,38,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,47,,,sunhomme
18,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Argent pailleté:0, 48:1","Argent pailleté:0, 48:1",,sun-argent-pailleté-48,SUN-HO-ARPA48,Couleur:color:0,Pointure:select:1,Argent pailleté:0,6,48:1,1,,,0,,14,https://cata.meduse.co/hommes/sandales/sun/argent-paillete/sandales-homme-sun-argent-paillete-cote.jpg,1,,,,,15,Sun,,sun-argent-pailleté-48,Couleur,Pointure,Argent pailleté,1,48,39,1,18,,,,,,Sandales homme,Homme,Sandale,sun homme,sun,argent,pailleté,48,,,sunhomme
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 18:1","Bleu pastel:0, 18:1",,sun-bleu-pastel-18,SUN-EN-BLPA18,Couleur:color:0,Pointure:select:1,Bleu pastel:0,0,18:1,1,,,0,,62,https://cata.meduse.co/enfants/sandales/sun/bleu-pastel/sandales-enfant-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-18,Couleur,Pointure,Bleu pastel,3,18,1,1,12,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,bleu,pastel,18,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 19:1","Bleu pastel:0, 19:1",,sun-bleu-pastel-19,SUN-EN-BLPA19,Couleur:color:0,Pointure:select:1,Bleu pastel:0,0,19:1,1,,,0,,63,https://cata.meduse.co/enfants/sandales/sun/bleu-pastel/sandales-enfant-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-19,Couleur,Pointure,Bleu pastel,3,19,2,1,12,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,bleu,pastel,19,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 20:1","Bleu pastel:0, 20:1",,sun-bleu-pastel-20,SUN-EN-BLPA20,Couleur:color:0,Pointure:select:1,Bleu pastel:0,0,20:1,1,,,0,,64,https://cata.meduse.co/enfants/sandales/sun/bleu-pastel/sandales-enfant-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-20,Couleur,Pointure,Bleu pastel,3,20,3,1,12,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,bleu,pastel,20,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 21:1","Bleu pastel:0, 21:1",,sun-bleu-pastel-21,SUN-EN-BLPA21,Couleur:color:0,Pointure:select:1,Bleu pastel:0,0,21:1,1,,,0,,65,https://cata.meduse.co/enfants/sandales/sun/bleu-pastel/sandales-enfant-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-21,Couleur,Pointure,Bleu pastel,3,21,4,1,12,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,bleu,pastel,21,,,sunenfant
19,Sun,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Bleu pastel:0, 22:1","Bleu pastel:0, 22:1",,sun-bleu-pastel-22,SUN-EN-BLPA22,Couleur:color:0,Pointure:select:1,Bleu pastel:0,0,22:1,1,,,0,,66,https://cata.meduse.co/enfants/sandales/sun/bleu-pastel/sandales-enfant-sun-bleu-pastel-cote.jpg,1,,,,,15,Sun,,sun-bleu-pastel-22,Couleur,Pointure,Bleu pastel,3,22,5,1,12,,,,,,Sandales enfant,Enfant,Sandale,sun enfant,sun,bleu,pastel,22,,,sunenfant
